uid,iid,user_idx,item_idx,user_id,product_id,rating,rating_count,time_of_day,season,device_type,gender,category,brand,price,original_price,discount_percentage,product_views,purchase_intent,interaction_type,timestamp,price_range,time_of_day_encoded,season_encoded,device_type_encoded,category_encoded,day_of_week,month,hour,is_weekend,explicit_rating
85,421,85,421,86,422,4.83,85,night,spring,desktop,F,Shorts,Uniqlo,623927,717158,13,1502,medium,cart,2024-05-21 04:35:45,Mid,3,1,0,14,1,5,4,0,0.9433333333333334
15,49,15,49,16,50,2.36,117,morning,spring,tablet,M,T-shirt,Dickies,917135,1206757,24,1561,low,view,2024-05-21 07:08:21,Mid,2,1,2,19,1,5,7,0,0.11999999999999995
62,299,62,299,63,300,4.43,285,morning,spring,tablet,F,Jacket,Lacoste,2068265,2651623,22,1802,high,purchase,2024-05-21 07:37:27,Luxury,2,1,2,9,1,5,7,0,0.8099999999999999
64,313,64,313,65,314,3.89,215,morning,spring,desktop,F,Polo Shirt,Gap,1205134,1487820,19,494,low,view,2024-05-21 11:30:44,Premium,2,1,0,11,1,5,11,0,0.63
172,159,172,159,173,160,3.54,161,morning,spring,desktop,M,Sunglasses,Nike,2307543,2714757,15,1329,medium,cart,2024-05-21 11:34:20,Luxury,2,1,0,17,1,5,11,0,0.5133333333333333
28,227,28,227,29,228,4.34,145,afternoon,spring,mobile,F,Boots,Gucci,1873157,2312540,19,982,high,cart,2024-05-21 13:11:25,Premium,0,1,1,2,1,5,13,0,0.7799999999999999
144,321,144,321,145,322,3.96,394,afternoon,spring,mobile,M,Shoes,Gap,1500470,2000627,25,215,high,cart,2024-05-21 13:31:19,Premium,0,1,1,13,1,5,13,0,0.6533333333333333
4,286,4,286,5,287,4.09,352,afternoon,spring,desktop,M,Blouse,Tommy Hilfiger,1539903,2053205,25,1622,high,purchase,2024-05-21 16:40:56,Premium,0,1,0,1,1,5,16,0,0.6966666666666667
197,107,197,107,198,108,4.87,93,afternoon,spring,mobile,F,Shorts,Forever 21,232987,306562,24,1238,high,purchase,2024-05-21 17:57:45,Budget,0,1,1,14,1,5,17,0,0.9566666666666667
190,111,190,111,191,112,4.64,86,evening,spring,tablet,F,Boots,Nike,543089,638929,15,1227,high,purchase,2024-05-21 20:30:45,Mid,1,1,2,2,1,5,20,0,0.8799999999999999
168,78,168,78,169,79,3.54,283,night,spring,mobile,F,Hat,Gap,1658816,2126688,22,640,high,cart,2024-05-22 00:16:00,Premium,3,1,1,7,2,5,0,0,0.5133333333333333
121,88,121,88,122,89,4.61,366,night,spring,desktop,M,Polo Shirt,Gap,1417908,1593156,11,164,high,cart,2024-05-22 01:36:56,Premium,3,1,0,11,2,5,1,0,0.8700000000000001
198,8,198,8,199,9,3.58,228,night,spring,tablet,M,Bag,Pull&Bear,345475,416235,17,865,medium,view,2024-05-22 02:49:58,Budget,3,1,2,0,2,5,2,0,0.5266666666666667
189,495,189,495,190,496,4.22,372,night,spring,tablet,M,Sweater,Uniqlo,245292,327056,25,431,high,purchase,2024-05-22 04:14:57,Budget,3,1,2,18,2,5,4,0,0.7399999999999999
51,344,51,344,52,345,3.14,304,morning,spring,mobile,M,Shoes,Mango,767253,924402,17,163,medium,cart,2024-05-22 06:00:20,Mid,2,1,1,13,2,5,6,0,0.38000000000000006
77,451,77,451,78,452,4.92,199,morning,spring,tablet,F,Coat,Gucci,2086649,2371193,12,745,high,purchase,2024-05-22 09:58:25,Luxury,2,1,2,5,2,5,9,0,0.9733333333333333
119,81,119,81,120,82,3.63,195,morning,spring,mobile,F,Hoodie,Forever 21,999836,1234366,19,1188,medium,view,2024-05-22 11:42:22,Mid,2,1,1,8,2,5,11,0,0.5433333333333333
13,216,13,216,14,217,3.3,267,afternoon,spring,mobile,F,Hat,Gap,643434,794363,19,621,high,cart,2024-05-22 12:10:23,Mid,0,1,1,7,2,5,12,0,0.4333333333333333
110,354,110,354,111,355,4.39,168,afternoon,spring,desktop,M,Polo Shirt,Nike,2578795,2964133,13,1921,medium,cart,2024-05-22 14:07:35,Luxury,0,1,0,11,2,5,14,0,0.7966666666666665
88,29,88,29,89,30,4.41,213,afternoon,spring,tablet,M,Skirt,Dickies,778236,937634,17,1568,medium,view,2024-05-22 14:22:48,Mid,0,1,2,15,2,5,14,0,0.8033333333333333
167,1,167,1,168,2,3.26,197,afternoon,spring,tablet,F,Coat,Uniqlo,2124529,2723756,22,954,medium,view,2024-05-22 15:23:00,Luxury,0,1,2,5,2,5,15,0,0.41999999999999993
56,283,56,283,57,284,4.87,376,afternoon,spring,desktop,M,Hat,Mango,2396120,2852524,16,1390,medium,cart,2024-05-22 17:30:04,Luxury,0,1,0,7,2,5,17,0,0.9566666666666667
144,72,144,72,145,73,3.45,283,evening,spring,tablet,F,Jacket,Nike,1551207,2068276,25,745,medium,cart,2024-05-22 20:21:49,Premium,1,1,2,9,2,5,20,0,0.4833333333333334
62,225,62,225,63,226,4.87,71,evening,spring,mobile,M,Jeans,Tommy Hilfiger,1663025,1868568,11,1500,high,view,2024-05-22 20:27:27,Premium,1,1,1,10,2,5,20,0,0.9566666666666667
0,443,0,443,1,444,4.22,105,evening,spring,mobile,M,Dress,Calvin Klein,677542,836472,19,1404,high,view,2024-05-22 23:47:32,Mid,1,1,1,6,2,5,23,0,0.7399999999999999
107,40,107,40,108,41,3.21,128,night,spring,tablet,F,Polo Shirt,Pull&Bear,918781,1020868,10,889,high,cart,2024-05-23 02:32:28,Mid,3,1,2,11,3,5,2,0,0.4033333333333333
86,295,86,295,87,296,3.92,310,night,spring,desktop,F,Hoodie,Lacoste,1723124,2297499,25,449,high,cart,2024-05-23 05:31:25,Premium,3,1,0,8,3,5,5,0,0.64
161,158,161,158,162,159,2.21,127,morning,spring,desktop,M,Coat,Adidas,2153012,2625625,18,239,medium,view,2024-05-23 09:15:54,Luxury,2,1,0,5,3,5,9,0,0.06999999999999999
149,442,149,442,150,443,2.62,165,morning,spring,desktop,M,Sweater,Nike,333854,370949,10,52,medium,view,2024-05-23 10:23:52,Budget,2,1,0,18,3,5,10,0,0.2066666666666667
1,460,1,460,2,461,4.69,286,afternoon,spring,desktop,F,Skirt,Tommy Hilfiger,257068,333855,23,923,medium,view,2024-05-23 12:26:06,Budget,0,1,0,15,3,5,12,0,0.8966666666666668
153,420,153,420,154,421,4.7,244,afternoon,spring,tablet,F,Hat,Zara,861274,1133256,24,1423,high,purchase,2024-05-23 12:50:38,Mid,0,1,2,7,3,5,12,0,0.9
175,145,175,145,176,146,4.68,377,afternoon,spring,desktop,M,Sweater,Mango,1749838,2214986,21,1801,high,purchase,2024-05-23 13:19:57,Premium,0,1,0,18,3,5,13,0,0.8933333333333332
85,315,85,315,86,316,4.0,61,afternoon,spring,mobile,M,Skirt,Mango,1019050,1242744,18,1316,high,cart,2024-05-23 16:04:20,Premium,0,1,1,15,3,5,16,0,0.6666666666666666
161,138,161,138,162,139,2.71,358,evening,spring,tablet,M,T-shirt,Nike,1450952,1748136,17,1657,medium,view,2024-05-23 18:51:59,Premium,1,1,2,19,3,5,18,0,0.23666666666666666
144,221,144,221,145,222,3.96,312,evening,spring,tablet,M,T-shirt,Bershka,664860,841596,21,287,low,view,2024-05-23 19:54:30,Mid,1,1,2,19,3,5,19,0,0.6533333333333333
97,8,97,8,98,9,4.19,138,evening,spring,tablet,M,Blouse,Calvin Klein,2451421,2723802,10,935,high,cart,2024-05-23 23:25:23,Luxury,1,1,2,1,3,5,23,0,0.7300000000000001
170,86,170,86,171,87,4.44,331,night,spring,mobile,M,T-shirt,Nike,1556281,1729202,10,1684,high,purchase,2024-05-24 01:01:40,Premium,3,1,1,19,4,5,1,0,0.8133333333333335
147,193,147,193,148,194,3.11,358,night,spring,mobile,M,Bag,Nike,1432604,1768647,19,1129,medium,view,2024-05-24 02:33:14,Premium,3,1,1,0,4,5,2,0,0.36999999999999994
97,135,97,135,98,136,4.78,396,night,spring,desktop,F,Sunglasses,Adidas,1513491,1719877,12,1650,high,cart,2024-05-24 03:40:50,Premium,3,1,0,17,4,5,3,0,0.9266666666666667
163,355,163,355,164,356,4.67,271,morning,spring,tablet,M,Boots,Nike,2233199,2863076,22,1844,high,view,2024-05-24 08:48:34,Luxury,2,1,2,2,4,5,8,0,0.89
7,19,7,19,8,20,3.21,383,afternoon,spring,desktop,M,T-shirt,Forever 21,426527,484690,12,596,high,cart,2024-05-24 13:53:29,Budget,0,1,0,19,4,5,13,0,0.4033333333333333
158,73,158,73,159,74,4.23,343,afternoon,spring,tablet,F,Bag,H&M,642717,756138,15,114,high,cart,2024-05-24 14:45:25,Mid,0,1,2,0,4,5,14,0,0.7433333333333335
83,3,83,3,84,4,4.88,237,afternoon,spring,mobile,F,Boots,Puma,733895,873685,16,858,high,purchase,2024-05-24 16:13:07,Mid,0,1,1,2,4,5,16,0,0.96
52,313,52,313,53,314,3.39,299,evening,spring,mobile,M,Shoes,Levi's,962459,1145785,16,559,high,cart,2024-05-24 20:07:36,Mid,1,1,1,13,4,5,20,0,0.4633333333333334
164,16,164,16,165,17,4.42,197,evening,spring,mobile,M,Sunglasses,Gucci,730915,821253,11,472,medium,cart,2024-05-24 22:05:00,Mid,1,1,1,17,4,5,22,0,0.8066666666666666
80,23,80,23,81,24,4.23,203,evening,spring,mobile,F,Bag,Pull&Bear,1123761,1387360,19,390,high,view,2024-05-24 22:42:32,Premium,1,1,1,0,4,5,22,0,0.7433333333333335
47,349,47,349,48,350,4.55,397,evening,spring,tablet,M,Boots,Zara,2509198,2819324,11,1930,medium,view,2024-05-24 23:19:38,Luxury,1,1,2,2,4,5,23,0,0.85
129,68,129,68,130,69,4.71,316,night,spring,mobile,F,Coat,Lacoste,2067286,2432102,15,375,high,purchase,2024-05-25 00:33:47,Luxury,3,1,1,5,5,5,0,1,0.9033333333333333
29,10,29,10,30,11,4.82,216,night,spring,tablet,F,Sweater,Zara,451396,550484,18,1034,high,purchase,2024-05-25 01:17:17,Budget,3,1,2,18,5,5,1,1,0.9400000000000001
120,102,120,102,121,103,4.84,90,night,spring,mobile,F,Hoodie,Lacoste,1685735,1915609,12,1594,high,purchase,2024-05-25 05:38:50,Premium,3,1,1,8,5,5,5,1,0.9466666666666667
87,267,87,267,88,268,4.36,195,morning,spring,tablet,F,Skirt,Gucci,2097194,2688711,22,173,high,view,2024-05-25 10:23:08,Luxury,2,1,2,15,5,5,10,1,0.7866666666666667
38,30,38,30,39,31,2.26,182,morning,spring,desktop,F,Sunglasses,Gap,871897,1147233,24,450,low,view,2024-05-25 10:30:01,Mid,2,1,0,17,5,5,10,1,0.0866666666666666
144,9,144,9,145,10,4.95,363,afternoon,spring,desktop,M,Sunglasses,Calvin Klein,2247391,2774558,19,1466,high,purchase,2024-05-25 12:16:19,Luxury,0,1,0,17,5,5,12,1,0.9833333333333334
93,94,93,94,94,95,4.44,312,afternoon,spring,tablet,F,Skirt,The North Face,1119366,1472851,24,288,medium,view,2024-05-25 13:13:26,Premium,0,1,2,15,5,5,13,1,0.8133333333333335
166,319,166,319,167,320,4.8,357,afternoon,spring,mobile,F,Blouse,The North Face,377903,490784,23,32,medium,cart,2024-05-25 14:41:52,Budget,0,1,1,1,5,5,14,1,0.9333333333333332
1,255,1,255,2,256,4.79,118,afternoon,spring,tablet,F,Bag,Calvin Klein,655644,874193,25,1200,medium,cart,2024-05-25 15:49:34,Mid,0,1,2,0,5,5,15,1,0.93
55,388,55,388,56,389,4.94,102,afternoon,spring,mobile,F,Coat,Lacoste,1394851,1835331,24,1251,high,purchase,2024-05-25 16:42:13,Premium,0,1,1,5,5,5,16,1,0.9800000000000001
128,108,128,108,129,109,4.2,254,evening,spring,mobile,F,Jeans,Mango,1727042,2132151,19,797,high,purchase,2024-05-25 18:02:11,Premium,1,1,1,10,5,5,18,1,0.7333333333333334
53,86,53,86,54,87,4.19,225,evening,spring,mobile,F,Shorts,Levi's,429674,482780,11,748,medium,cart,2024-05-25 18:13:58,Budget,1,1,1,14,5,5,18,1,0.7300000000000001
70,271,70,271,71,272,2.13,258,evening,spring,tablet,M,Jeans,Ralph Lauren,1541546,2002009,23,674,low,view,2024-05-25 19:08:42,Premium,1,1,2,10,5,5,19,1,0.0433333333333333
75,237,75,237,76,238,2.44,21,night,spring,desktop,F,Jacket,Tommy Hilfiger,1687037,1961672,14,1173,medium,view,2024-05-26 01:40:43,Premium,3,1,0,9,6,5,1,1,0.14666666666666664
177,312,177,312,178,313,3.76,163,night,spring,tablet,M,Sunglasses,Carhartt,2132211,2665264,20,1179,high,cart,2024-05-26 03:16:02,Luxury,3,1,2,17,6,5,3,1,0.5866666666666666
42,257,42,257,43,258,4.23,231,night,spring,mobile,M,Boots,Pull&Bear,1350028,1551757,13,803,high,purchase,2024-05-26 04:51:02,Premium,3,1,1,2,6,5,4,1,0.7433333333333335
74,65,74,65,75,66,4.81,50,morning,spring,desktop,F,Sweater,Mango,2405937,2934070,18,407,high,purchase,2024-05-26 09:49:38,Luxury,2,1,0,18,6,5,9,1,0.9366666666666665
54,335,54,335,55,336,4.87,307,afternoon,spring,tablet,F,Shoes,Ralph Lauren,735091,885652,17,1123,high,purchase,2024-05-26 12:56:58,Mid,0,1,2,13,6,5,12,1,0.9566666666666667
152,92,152,92,153,93,4.05,80,evening,spring,desktop,F,Cargo Pants,Nike,2190540,2639206,17,1105,medium,view,2024-05-26 19:05:40,Luxury,1,1,0,4,6,5,19,1,0.6833333333333332
10,415,10,415,11,416,3.2,123,evening,spring,mobile,M,Blouse,Mango,1770337,2299139,23,866,medium,cart,2024-05-26 20:09:24,Premium,1,1,1,1,6,5,20,1,0.4000000000000001
161,253,161,253,162,254,4.86,24,night,spring,mobile,F,Jacket,Puma,2085595,2780794,25,243,high,purchase,2024-05-27 01:23:19,Luxury,3,1,1,9,0,5,1,0,0.9533333333333335
185,390,185,390,186,391,3.73,84,night,spring,mobile,M,T-shirt,Nike,2635392,2928214,10,273,medium,cart,2024-05-27 01:49:17,Luxury,3,1,1,19,0,5,1,0,0.5766666666666667
119,276,119,276,120,277,3.84,338,night,spring,mobile,F,Skirt,Mango,2156157,2661923,19,1143,medium,cart,2024-05-27 04:18:49,Luxury,3,1,1,15,0,5,4,0,0.6133333333333333
174,14,174,14,175,15,3.89,200,morning,spring,desktop,F,Blouse,Adidas,328992,406164,19,1395,low,view,2024-05-27 08:30:03,Budget,2,1,0,1,0,5,8,0,0.63
64,232,64,232,65,233,4.34,330,morning,spring,desktop,F,Sweater,Gucci,261381,311168,16,557,high,cart,2024-05-27 10:10:16,Budget,2,1,0,18,0,5,10,0,0.7799999999999999
180,303,180,303,181,304,4.27,220,afternoon,spring,mobile,M,Shorts,Nike,998589,1147804,13,1428,high,purchase,2024-05-27 12:08:32,Mid,0,1,1,14,0,5,12,0,0.7566666666666665
157,46,157,46,158,47,3.34,57,afternoon,spring,tablet,F,Boots,Ralph Lauren,1603220,1886142,15,460,medium,cart,2024-05-27 14:52:44,Premium,0,1,2,2,0,5,14,0,0.4466666666666666
179,427,179,427,180,428,4.42,265,afternoon,spring,desktop,M,Jeans,Gap,1626781,1983880,18,750,medium,cart,2024-05-27 15:50:32,Premium,0,1,0,10,0,5,15,0,0.8066666666666666
64,187,64,187,65,188,4.2,248,evening,spring,mobile,M,Blouse,Ralph Lauren,460712,583181,21,329,high,purchase,2024-05-27 18:05:18,Budget,1,1,1,1,0,5,18,0,0.7333333333333334
33,245,33,245,34,246,4.1,327,night,spring,mobile,M,Cargo Pants,Uniqlo,2155793,2694742,20,1797,medium,cart,2024-05-28 03:39:26,Luxury,3,1,1,4,1,5,3,0,0.6999999999999998
66,368,66,368,67,369,4.01,376,morning,spring,mobile,F,Shoes,Zara,236879,315839,25,1084,high,purchase,2024-05-28 09:02:53,Budget,2,1,1,13,1,5,9,0,0.6699999999999999
130,84,130,84,131,85,2.19,209,morning,spring,desktop,M,Skirt,Mango,1052509,1238247,15,1440,low,view,2024-05-28 10:50:00,Premium,2,1,0,15,1,5,10,0,0.06333333333333331
95,426,95,426,96,427,4.42,160,afternoon,spring,tablet,M,Sweater,Gap,1939899,2394938,19,368,high,view,2024-05-28 13:27:07,Premium,0,1,2,18,1,5,13,0,0.8066666666666666
40,496,40,496,41,497,4.68,214,afternoon,spring,tablet,F,Dress,Uniqlo,589464,654960,10,803,high,purchase,2024-05-28 14:36:20,Mid,0,1,2,6,1,5,14,0,0.8933333333333332
34,237,34,237,35,238,3.75,101,afternoon,spring,desktop,M,Hat,Bershka,856214,995598,14,386,medium,cart,2024-05-28 16:05:25,Mid,0,1,0,7,1,5,16,0,0.5833333333333334
38,389,38,389,39,390,4.26,399,afternoon,spring,mobile,M,Cargo Pants,Nike,759798,1013065,25,1456,high,purchase,2024-05-28 17:01:41,Mid,0,1,1,4,1,5,17,0,0.7533333333333333
194,121,194,121,195,122,4.39,358,evening,spring,desktop,M,Hoodie,Bershka,1980743,2358028,16,1586,high,purchase,2024-05-28 18:21:40,Premium,1,1,0,8,1,5,18,0,0.7966666666666665
174,494,174,494,175,495,4.66,77,night,spring,mobile,M,Shoes,Ralph Lauren,1251962,1625925,23,1308,high,cart,2024-05-29 01:30:04,Premium,3,1,1,13,2,5,1,0,0.8866666666666667
165,207,165,207,166,208,4.97,309,night,spring,tablet,M,Dress,Puma,714809,916423,22,743,high,purchase,2024-05-29 02:09:29,Mid,3,1,2,6,2,5,2,0,0.9899999999999999
46,395,46,395,47,396,3.85,341,night,spring,tablet,F,Sunglasses,Puma,1610079,1809078,11,521,high,cart,2024-05-29 03:11:21,Premium,3,1,2,17,2,5,3,0,0.6166666666666667
81,67,81,67,82,68,4.22,73,morning,spring,mobile,F,Hat,Calvin Klein,1853041,2406547,23,1391,medium,view,2024-05-29 07:47:58,Premium,2,1,1,7,2,5,7,0,0.7399999999999999
191,319,191,319,192,320,4.67,340,morning,spring,mobile,F,Coat,Levi's,336398,400474,16,88,high,view,2024-05-29 08:16:17,Budget,2,1,1,5,2,5,8,0,0.89
135,322,135,322,136,323,3.49,30,morning,spring,desktop,M,Sneakers,Dickies,979327,1125664,13,508,high,cart,2024-05-29 11:29:45,Mid,2,1,0,16,2,5,11,0,0.49666666666666676
158,346,158,346,159,347,4.17,70,afternoon,spring,tablet,F,Hoodie,Bershka,619899,826533,25,1513,high,purchase,2024-05-29 14:30:06,Mid,0,1,2,8,2,5,14,0,0.7233333333333333
194,124,194,124,195,125,4.61,55,afternoon,spring,mobile,F,Dress,Lacoste,1143762,1429703,20,1637,high,purchase,2024-05-29 15:11:50,Premium,0,1,1,6,2,5,15,0,0.8700000000000001
8,396,8,396,9,397,3.88,290,evening,spring,desktop,F,Bag,Tommy Hilfiger,696735,904851,23,326,medium,cart,2024-05-29 22:36:20,Mid,1,1,0,0,2,5,22,0,0.6266666666666666
96,165,96,165,97,166,4.9,360,night,spring,mobile,F,Boots,Gucci,775651,957594,19,1271,high,view,2024-05-30 00:27:34,Mid,3,1,1,2,3,5,0,0,0.9666666666666668
6,362,6,362,7,363,3.23,380,night,spring,desktop,M,Cardigan,H&M,1441577,1896812,24,1261,medium,view,2024-05-30 00:39:24,Premium,3,1,0,3,3,5,0,0,0.41
141,418,141,418,142,419,4.62,248,night,spring,desktop,M,Sunglasses,Zara,2189459,2806999,22,1388,high,view,2024-05-30 01:00:19,Luxury,3,1,0,17,3,5,1,0,0.8733333333333334
192,45,192,45,193,46,4.69,36,night,spring,tablet,F,Bag,Forever 21,823205,914673,10,295,high,purchase,2024-05-30 01:58:40,Mid,3,1,2,0,3,5,1,0,0.8966666666666668
19,13,19,13,20,14,4.85,177,night,spring,desktop,F,Hat,Lacoste,1984520,2544257,22,441,medium,view,2024-05-30 02:08:16,Premium,3,1,0,7,3,5,2,0,0.9499999999999998
107,435,107,435,108,436,3.33,177,night,spring,mobile,M,Hoodie,H&M,1408114,1738413,19,1893,medium,cart,2024-05-30 04:40:22,Premium,3,1,1,8,3,5,4,0,0.44333333333333336
47,362,47,362,48,363,4.76,295,morning,spring,desktop,F,Blouse,Pull&Bear,2025836,2383337,15,1881,high,purchase,2024-05-30 06:36:55,Luxury,2,1,0,1,3,5,6,0,0.9199999999999999
107,459,107,459,108,460,3.55,298,morning,spring,desktop,M,Hoodie,Forever 21,1628856,1962478,17,274,low,view,2024-05-30 08:46:42,Premium,2,1,0,8,3,5,8,0,0.5166666666666666
133,257,133,257,134,258,3.31,133,morning,spring,mobile,F,Sneakers,The North Face,2472219,2943119,16,1428,medium,view,2024-05-30 09:04:37,Luxury,2,1,1,16,3,5,9,0,0.4366666666666667
190,27,190,27,191,28,3.65,310,afternoon,spring,tablet,M,Sneakers,H&M,2315844,2790174,17,1862,medium,cart,2024-05-30 15:14:52,Luxury,0,1,2,16,3,5,15,0,0.5499999999999999
37,231,37,231,38,232,3.8,348,afternoon,spring,tablet,F,Shirt,Ralph Lauren,421353,520190,19,529,low,view,2024-05-30 15:15:53,Budget,0,1,2,12,3,5,15,0,0.6
37,250,37,250,38,251,4.78,391,afternoon,spring,desktop,M,Hat,Tommy Hilfiger,2078639,2335550,11,160,high,purchase,2024-05-30 15:49:38,Luxury,0,1,0,7,3,5,15,0,0.9266666666666667
14,19,14,19,15,20,3.53,207,afternoon,spring,tablet,M,Blouse,Uniqlo,969986,1077763,10,387,high,cart,2024-05-30 16:49:30,Mid,0,1,2,1,3,5,16,0,0.5099999999999999
59,342,59,342,60,343,3.02,206,afternoon,spring,desktop,M,Boots,H&M,1917414,2367179,19,1955,low,view,2024-05-30 17:02:27,Premium,0,1,0,2,3,5,17,0,0.34
162,227,162,227,163,228,4.35,215,evening,spring,tablet,F,Cargo Pants,Levi's,938465,1234823,24,254,high,purchase,2024-05-30 18:51:02,Mid,1,1,2,4,3,5,18,0,0.7833333333333332
150,342,150,342,151,343,4.25,324,evening,spring,tablet,M,Shoes,The North Face,1107547,1287846,14,651,medium,cart,2024-05-30 20:47:57,Premium,1,1,2,13,3,5,20,0,0.75
181,202,181,202,182,203,4.37,49,evening,spring,mobile,F,Cardigan,Lacoste,2404383,2701554,11,197,high,purchase,2024-05-30 21:27:35,Luxury,1,1,1,3,3,5,21,0,0.79
5,149,5,149,6,150,4.47,394,evening,spring,tablet,M,Hat,The North Face,762512,876451,13,1886,high,cart,2024-05-30 21:39:33,Mid,1,1,2,7,3,5,21,0,0.8233333333333333
6,340,6,340,7,341,3.4,346,evening,spring,desktop,M,Skirt,Gap,478773,531970,10,998,medium,cart,2024-05-30 22:05:19,Budget,1,1,0,15,3,5,22,0,0.4666666666666666
97,122,97,122,98,123,2.82,398,evening,spring,mobile,M,Skirt,Lacoste,1907014,2354339,19,685,medium,view,2024-05-30 22:29:27,Premium,1,1,1,15,3,5,22,0,0.27333333333333326
7,92,7,92,8,93,4.22,179,evening,spring,mobile,F,Bag,Tommy Hilfiger,271275,319148,15,1571,medium,cart,2024-05-30 22:42:44,Budget,1,1,1,0,3,5,22,0,0.7399999999999999
89,16,89,16,90,17,3.17,165,evening,spring,desktop,F,Sneakers,Levi's,967893,1225182,21,173,high,cart,2024-05-30 22:51:00,Mid,1,1,0,16,3,5,22,0,0.38999999999999996
183,0,183,0,184,1,4.69,346,night,spring,mobile,F,Hat,The North Face,1319031,1570276,16,217,high,purchase,2024-05-31 03:31:09,Premium,3,1,1,7,4,5,3,0,0.8966666666666668
53,128,53,128,54,129,3.75,91,night,spring,tablet,F,Bag,Pull&Bear,666186,765732,13,801,low,view,2024-05-31 03:39:21,Mid,3,1,2,0,4,5,3,0,0.5833333333333334
26,268,26,268,27,269,4.17,315,night,spring,tablet,M,Blouse,The North Face,347776,434720,20,1905,high,purchase,2024-05-31 04:06:48,Budget,3,1,2,1,4,5,4,0,0.7233333333333333
27,68,27,68,28,69,3.39,331,night,spring,mobile,F,Coat,Bershka,1993036,2622416,24,1181,high,cart,2024-05-31 04:27:06,Premium,3,1,1,5,4,5,4,0,0.4633333333333334
143,462,143,462,144,463,4.51,385,night,spring,desktop,F,Jeans,Ralph Lauren,379926,480920,21,261,high,view,2024-05-31 04:29:46,Budget,3,1,0,10,4,5,4,0,0.8366666666666666
176,165,176,165,177,166,4.17,162,morning,spring,desktop,M,Hoodie,Calvin Klein,1515088,1847669,18,1741,high,purchase,2024-05-31 06:36:15,Premium,2,1,0,8,4,5,6,0,0.7233333333333333
13,254,13,254,14,255,4.38,226,morning,spring,mobile,F,Sunglasses,Gucci,2331920,2843806,18,226,high,purchase,2024-05-31 07:40:31,Luxury,2,1,1,17,4,5,7,0,0.7933333333333333
168,371,168,371,169,372,4.82,38,morning,spring,tablet,F,Blouse,The North Face,892694,1075536,17,343,high,purchase,2024-05-31 08:43:07,Mid,2,1,2,1,4,5,8,0,0.9400000000000001
155,410,155,410,156,411,3.8,224,morning,spring,desktop,M,Sweater,Dickies,1981432,2476791,20,1521,low,view,2024-05-31 09:07:26,Premium,2,1,0,18,4,5,9,0,0.6
134,409,134,409,135,410,4.62,171,morning,spring,desktop,F,T-shirt,Uniqlo,1171516,1394662,16,71,medium,view,2024-05-31 09:15:50,Premium,2,1,0,19,4,5,9,0,0.8733333333333334
130,480,130,480,131,481,4.34,280,morning,spring,tablet,F,Blouse,Calvin Klein,478065,637421,25,1713,high,purchase,2024-05-31 09:19:46,Budget,2,1,2,1,4,5,9,0,0.7799999999999999
140,205,140,205,141,206,3.64,231,morning,spring,tablet,F,Skirt,Mango,2085766,2607208,20,1585,high,cart,2024-05-31 10:42:10,Luxury,2,1,2,15,4,5,10,0,0.5466666666666667
157,166,157,166,158,167,4.71,106,afternoon,spring,desktop,F,Bag,Bershka,917463,1223285,25,1330,high,cart,2024-05-31 16:35:23,Mid,0,1,0,0,4,5,16,0,0.9033333333333333
15,154,15,154,16,155,3.7,392,evening,spring,tablet,M,Hoodie,Nike,741536,950688,22,1073,medium,cart,2024-05-31 21:27:59,Mid,1,1,2,8,4,5,21,0,0.5666666666666668
10,230,10,230,11,231,4.15,116,night,summer,desktop,F,Hat,Puma,1888515,2360644,20,1843,high,purchase,2024-06-01 02:16:11,Premium,3,2,0,7,5,6,2,1,0.7166666666666668
168,425,168,425,169,426,3.42,197,night,summer,tablet,M,Cargo Pants,Gap,689157,810774,15,842,medium,cart,2024-06-01 02:37:19,Mid,3,2,2,4,5,6,2,1,0.47333333333333333
110,403,110,403,111,404,3.54,119,night,summer,tablet,M,Polo Shirt,Dickies,1012498,1314933,23,488,low,view,2024-06-01 03:40:19,Premium,3,2,2,11,5,6,3,1,0.5133333333333333
137,55,137,55,138,56,4.47,114,night,summer,mobile,F,Boots,Bershka,1298493,1509876,14,356,high,purchase,2024-06-01 03:41:04,Premium,3,2,1,2,5,6,3,1,0.8233333333333333
108,414,108,414,109,415,2.59,169,night,summer,mobile,M,Sunglasses,Zara,627879,756481,17,716,low,view,2024-06-01 03:50:13,Mid,3,2,1,17,5,6,3,1,0.19666666666666663
96,121,96,121,97,122,4.94,271,night,summer,mobile,M,Boots,H&M,628295,815968,23,1334,medium,cart,2024-06-01 03:57:23,Mid,3,2,1,2,5,6,3,1,0.9800000000000001
30,391,30,391,31,392,3.82,99,night,summer,mobile,F,Jeans,H&M,269541,359389,25,831,low,view,2024-06-01 05:53:54,Budget,3,2,1,10,5,6,5,1,0.6066666666666666
155,300,155,300,156,301,4.49,72,morning,summer,mobile,M,Boots,Bershka,1451390,1748663,17,1129,medium,view,2024-06-01 07:04:17,Premium,2,2,1,2,5,6,7,1,0.8300000000000001
16,292,16,292,17,293,3.17,130,morning,summer,mobile,M,Sunglasses,Zara,1095273,1230644,11,462,high,cart,2024-06-01 08:38:20,Premium,2,2,1,17,5,6,8,1,0.38999999999999996
